letra,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
C,-0.0,0.0,0.0,0.193166407825864,-0.05742268654330051,0.06033280158987909,0.3372322609174933,-0.1991566498114766,0.05371065485309401,0.46371930519982985,-0.2667511748768836,0.018034839495963375,0.5785868146661429,-0.3352995141064653,-0.017904345374291347,0.19296316603907737,-0.6962446549388586,0.08599255029379692,0.35183951881704106,-0.9276784402959186,0.036962390394009344,0.48834344696349946,-0.8924460980587714,-0.011823014838514685,0.5853001019248385,-0.7940218470010281,-0.03913427152021746,0.1576527729915981,-0.7266072803800163,0.013416425807284946,0.36201514231598947,-1.0,-0.028723101313765896,0.5196028825236666,-0.9326505235110432,-0.06641137738814161,0.602544915201895,-0.7924490170787905,-0.08932068091283248,0.15152546896579924,-0.6853095127536228,-0.0643005431155892,0.3386788102487309,-0.9830591891811139,-0.09372398533525103,0.49328937942953405,-0.92203010788503,-0.10578516529948759,0.5828397522812945,-0.8045453442806333,-0.11195590336825133,0.1805913384016467,-0.5931133263930621,-0.1401650920418343,0.32557223831888765,-0.8549849205949135,-0.15865196554142788,0.43733847539641757,-0.8504728267623555,-0.15614090581042162,0.5131281635022826,-0.7801495627864289,-0.15232582119812452
C,-0.0,0.0,0.0,0.196068953791824,-0.062204945286042056,0.06385797359034198,0.338464749814407,-0.20406098152831076,0.05903501190877875,0.46543636110830827,-0.2725276025870097,0.024507291386568677,0.5825193882984472,-0.33971451908732747,-0.010587239209951412,0.19673608301066217,-0.703852070221476,0.09422987067953421,0.35678999888696217,-0.924098563603293,0.049619086024846985,0.49244607921153927,-0.8949481258488647,0.0027608487733777553,0.5897953963691851,-0.8058620454907693,-0.024119648801344012,0.16110823894183043,-0.7353512720820408,0.02048317887531838,0.365962447744723,-1.0,-0.016619415040282838,0.5222771112842504,-0.939473857885064,-0.052760778560173104,0.6069462344936088,-0.8106620933872261,-0.07609184810978113,0.15513158407244015,-0.6932082847462846,-0.0583638491576317,0.3407564750658143,-0.9887608606429245,-0.0852491198356035,0.49550710662521036,-0.9354397603235415,-0.0969597543862165,0.586924382891025,-0.8260691722385017,-0.10390047136750995,0.18588286611749866,-0.5996296577541578,-0.13502772875097876,0.3323623436300313,-0.8632836442268762,-0.15174147125458803,0.44531892463670525,-0.8638018482900537,-0.1483918110547521,0.522139570783485,-0.7989331249190216,-0.14466103941902453
C,-0.0,0.0,0.0,0.19445336331673824,-0.05781862618114922,0.06825397201112862,0.3371268608653447,-0.19962102234400758,0.06456096624695079,0.46251976329119354,-0.2651340156637167,0.030077182641787183,0.5773710251572367,-0.33427376106105977,-0.005214240917381137,0.19054306059786802,-0.6944406538047166,0.09356015272393861,0.3528018876110133,-0.9279543175012037,0.04890254397892609,0.48870010138477704,-0.8900393012384549,0.004165289256085708,0.5822670147949573,-0.7888033825923555,-0.020328140475992636,0.15498156035450228,-0.725203956251175,0.01767315409490939,0.3612505999889299,-1.0,-0.01975475405421837,0.5187296222967225,-0.9338531875998803,-0.053574062236350875,0.5994253701166985,-0.7940707755881177,-0.07394915220969975,0.15001039895129675,-0.6824401326290417,-0.06268793192403904,0.34071796918791586,-0.9808841513413277,-0.08839759680248212,0.49488132257524076,-0.9187209284192858,-0.09643846236766156,0.5827026226092337,-0.8015969773181765,-0.10019205251920063,0.1817753823092618,-0.5869562249561922,-0.1405809253157211,0.3299773176623432,-0.8506383288151256,-0.15677098718562565,0.44168621694263066,-0.843042438974207,-0.15108667935450415,0.5157620512021399,-0.7701267403963071,-0.144855591179794
C,-0.0,0.0,0.0,0.19467336593235654,-0.06677446600559044,0.06159862308743195,0.33725217981905264,-0.20526386871549832,0.05618321691415586,0.46385067736193175,-0.27292735715763144,0.02218804701918429,0.5789625172587463,-0.34283376361804524,-0.012181026128622362,0.19426037543711996,-0.7004313047255546,0.08841333237088309,0.35385853913642884,-0.9212866575080176,0.04518620896702232,0.48711688229218697,-0.8898535942942429,0.00039577210503476134,0.5815490571737599,-0.8035063698319531,-0.025337116425542972,0.15938856239504118,-0.7313951233069979,0.017512538411035884,0.3629093581345438,-1.0,-0.020988430405420786,0.5169074167340988,-0.9383294753042037,-0.05676211970991028,0.599005900817399,-0.8105466498648175,-0.07922612439591441,0.15424723336631888,-0.6879234446766446,-0.057856199404881715,0.338000854510696,-0.9824183964142762,-0.08477679861727777,0.49150309443769674,-0.9284327735452323,-0.09660772525521073,0.5817262174419116,-0.8209280115002323,-0.1033293900233482,0.18485546598097208,-0.5927613464824598,-0.13087001062957224,0.3302771269758259,-0.8539494775727755,-0.14657259374132103,0.4434583801063284,-0.8538673971498364,-0.14315155993983208,0.5199998987655611,-0.7915130798346289,-0.13939681198712606
C,-0.0,0.0,0.0,0.1924688785492321,-0.06122935900753751,0.05740652121469124,0.33640116219847593,-0.20333280357413408,0.0496210654158681,0.46375108888341693,-0.2719704217463393,0.014409828452866315,0.5773828963485705,-0.34058681150682635,-0.020662728346688117,0.18897212544051095,-0.6972079217356395,0.07747728544036638,0.35021378208978304,-0.9320879712229477,0.030060257429420048,0.48473594452308405,-0.8920986653206788,-0.016075278204209523,0.5787290743927433,-0.7911531164820641,-0.041496838010266296,0.1540203444652195,-0.7257272656978255,0.009056335630152372,0.36175108146488594,-1.0,-0.03232921002562722,0.5172715670248581,-0.9297490225372118,-0.06792649949413798,0.5972314613050851,-0.7896974865731723,-0.08926859306635182,0.1489412757647721,-0.6816805940074818,-0.06367682255689562,0.33882736422162346,-0.9786030734973837,-0.0908699614429233,0.49196387631939287,-0.9182053888779672,-0.10107606963306709,0.5799291644422963,-0.8029540590349575,-0.10616754297329205,0.17922371921202646,-0.5866643916505004,-0.1344756656655226,0.32533157266864815,-0.8489441005131055,-0.15020235214727573,0.43694553970811506,-0.8453821213974115,-0.14627927603628652,0.5115188957117182,-0.7763191360721218,-0.1416174997032835
C,-0.0,0.0,0.0,0.1967727937316914,-0.06587888345465283,0.0670775804022991,0.33783690897981444,-0.2045202164672973,0.06388963367196134,0.4639505362347157,-0.27305238208782967,0.03049995359250909,0.5783206410615247,-0.3453671874253423,-0.0035093511115604314,0.1962212978942185,-0.7003044970858798,0.09699787745246415,0.35460882998949167,-0.9237773458174797,0.05525157106417355,0.4879467073107969,-0.8887072189193238,0.010502397185365157,0.5825807449200499,-0.799332770631039,-0.015492737619675307,0.1608709903863568,-0.7317998602032889,0.023046676961736474,0.3639939305522822,-1.0,-0.013963250553404045,0.5191834775991947,-0.9374176570085047,-0.050511186968812356,0.6009492406224696,-0.8080063379421422,-0.0738923041830929,0.15543524477492235,-0.689042007979074,-0.055262315693121886,0.3383658383905348,-0.983047087036981,-0.07999323408106386,0.493031752228924,-0.9283902803636741,-0.09186894568627482,0.5837976049422317,-0.8201420096024751,-0.09919781733385079,0.18561208381493274,-0.5944855712454906,-0.13100406608103993,0.3299048099762949,-0.8553761460664934,-0.14411176354677263,0.44421182091606104,-0.8539704649225045,-0.13982928035559436,0.521976648583974,-0.7892946253103891,-0.13602236158125988
C,-0.0,0.0,0.0,0.19267804813676276,-0.06129207577430273,0.060355952194626604,0.3375946992579505,-0.20555055756482807,0.054309287983397,0.46559271428838656,-0.2746056882864337,0.020078790044980525,0.5809349563704121,-0.3400989948987897,-0.013918199673227369,0.19253681691549762,-0.6993285660783871,0.08533993433399419,0.35273987147845154,-0.9296605976093375,0.04087884345016818,0.48511946575026327,-0.8885436064756903,-0.0035540824318261986,0.5772871654308271,-0.7885922698421479,-0.02802007262010834,0.15716305821085855,-0.729002587476509,0.01576268624310314,0.3638332313993393,-1.0,-0.023017918545488108,0.517486773360676,-0.9294466470917768,-0.05716962421666646,0.5958632783985198,-0.7903035328444178,-0.07737679717072839,0.1514123775974761,-0.6858662286755212,-0.05823621416892928,0.341092957946357,-0.9774960784740706,-0.08401049984114128,0.4929056043834896,-0.9146282852818362,-0.09282536208469702,0.5791489840989223,-0.7975207666467348,-0.09676758373254357,0.18114393764129874,-0.5907439309095046,-0.13022213437135616,0.32657047668209427,-0.8495309264250722,-0.14459157250363808,0.4376892002293131,-0.844297183921087,-0.13956382062551584,0.5114330482990876,-0.7738409985479452,-0.13402184552962898
C,-0.0,0.0,0.0,0.19217332690063882,-0.06858016517425873,0.05620604403344822,0.33496180872770653,-0.20699316012961194,0.0483898497250142,0.46170185829595184,-0.2767638300080637,0.013942220833034426,0.5767551618381539,-0.342744342593448,-0.02015087385046902,0.19368090413574354,-0.6946909740399717,0.07701081375096853,0.35120390615109304,-0.9209210842968119,0.03188184407131443,0.4829459459767716,-0.8812861054939088,-0.012043190943529807,0.5727452208159257,-0.787587979073213,-0.03659389674356197,0.15810148830196255,-0.7269055431806024,0.010299166696036283,0.3625058310550874,-1.0,-0.03050196609690509,0.5157337548801226,-0.9337993615208532,-0.06405402815187726,0.5947555290948263,-0.8031807621374338,-0.08443765027213443,0.15236726579688425,-0.6845238950649599,-0.060836568860910746,0.3381715408014179,-0.982085516058355,-0.09011428219768854,0.49046991745849255,-0.9229245720946518,-0.10087638541506229,0.5772403512433691,-0.8098343809272889,-0.10619668855008842,0.18166362710445486,-0.5919201250953784,-0.1297520054458343,0.32674780529921726,-0.8533346791807667,-0.14694034481837284,0.43837991904385526,-0.8494324059532079,-0.14394057349838166,0.5120593632772982,-0.7833601932545671,-0.1401830073836265
C,-0.0,0.0,0.0,0.19122072345755084,-0.0674798665053348,0.0523591972332353,0.3369247460256536,-0.20870652803141268,0.04364294812466274,0.46681962213230016,-0.278079921238836,0.009041554779831927,0.5819351907152704,-0.3464945028402327,-0.024997538257653638,0.1907387932582555,-0.7000670686194019,0.07413097488441078,0.35393665257020834,-0.924553081455957,0.028323132933419638,0.48586894596701874,-0.8900759671162961,-0.016727320210056146,0.5768735466792427,-0.7957561456140623,-0.041709991879043534,0.15638933304876504,-0.731976929312888,0.010002277612020962,0.363049034676599,-1.0,-0.030449954535190355,0.5148659975869067,-0.9305636690034544,-0.06495799631509627,0.5917197507043926,-0.792433466380492,-0.08596190568697484,0.15139814261806286,-0.6892349989185257,-0.05854119252781338,0.3378661163482772,-0.9862149603755843,-0.08621440985940029,0.4884798601943441,-0.9274119028727056,-0.09667560128264918,0.572572778631674,-0.8103463529071578,-0.1017493724610431,0.18188458804434446,-0.5945225190491518,-0.12528855023075045,0.3274382942883813,-0.8558970184011278,-0.14123166181308222,0.4384915355271484,-0.8547208218516332,-0.13788517293276098,0.5107179555144002,-0.7861360156191283,-0.13357737673645242
C,-0.0,0.0,0.0,0.19229124556157487,-0.0645944759746165,0.05564415056316066,0.33511080148978994,-0.20863313737379663,0.04790555148065117,0.4612859962080249,-0.2762589149437256,0.013402899141597216,0.5743589685166952,-0.34804168153618,-0.020770899610588353,0.18714778478191585,-0.6984991308989009,0.07685255283264951,0.3480642385760128,-0.9252360585674172,0.029342939389679083,0.4826545762452155,-0.8907993764915202,-0.01674420277008343,0.5760170248688516,-0.7952230341554026,-0.04194752230052105,0.15208844865952229,-0.7288143114164539,0.009812908514730812,0.35801758936446965,-1.0,-0.030502366524509036,0.5129384275407786,-0.9351047065320574,-0.0645497687766244,0.5922791695705533,-0.7981539683159034,-0.08510401689096125,0.1468089620942047,-0.6865268111209624,-0.061872672517020215,0.3339749747870966,-0.9830619985366406,-0.08916098025200575,0.48625914564072387,-0.9276543896939391,-0.09856054432012232,0.5727072919333804,-0.8140276306649286,-0.10312298331714291,0.17760159995488592,-0.5921931566156352,-0.13182869625773502,0.3222446305273648,-0.8533001205605424,-0.14800927105781897,0.43348319144518566,-0.852052647903121,-0.14402373832291177,0.5079530938888365,-0.7836150447480974,-0.13923143540009472
